ID,Image,Name(Kanji),Name(Hiragana),Name(Romaji),Localised Name,Nickname,Gender,Passive ID,Role,Game,Position,Alt Position,Element,Preferred Playstyle,Kick,Control,Technique,Pressure,Physical,Agility,Intelligence,Total Stats
3090,,鈴林 凛々,すずばやし りんりん,Rinrin Suzubayashi,Rihanna Lin,凛々,女 (Female),MF5,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,林 (Forest),Tension,93,108,109,81,78,78,97,644
3091,,山薫 壮大,やまかおる そうだい,Sodai Yamakaoru,Richard Roake,山薫,男 (Male),GK4,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,DF,山 (Mountain),Tension,83,90,84,91,99,104,90,641
3092,,多聞 北玄,たもん ほくげん,Hokugen Tamon,Tortus Northe,多聞,男 (Male),MF7,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,林 (Forest),Bond,90,104,105,77,75,75,93,619
3093,,広目 西白子,ひろめ にしこ,Nishiko Hirome,Taiga West,こうもく,女 (Female),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,DF,山 (Mountain),Counter,79,86,81,88,95,101,86,616
3094,,増長 朱南,ますなが あけみ,Akemi Masunaga,Phoenix Southers,ぞうちょう,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,火 (Fire),Bond,110,104,95,77,75,75,83,619
3095,,持国 東青美,もちくに とおみ,Tomi Mochikuni,Drakaina Eastwick,じこく,女 (Female),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,風 (Wind),Bond,79,83,84,91,95,81,104,617
3096,,速吹 烈風,はやぶき れっぷう,Reppu Hayabuki,Johann Storm,烈風,男 (Male),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,風 (Wind),Bond,79,86,81,88,95,101,86,616
3097,,猛火 盛燃,たけりび せいしょう,Seisho Takeribi,Jon Himmel,猛火,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,火 (Fire),Bond,110,104,95,77,75,75,83,619
3098,,動山 不美,どうざん ふみ,Fumi Dozan,Val Cano,動山,女 (Female),MF4,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,FW,山 (Mountain),Justice,93,101,98,81,82,75,90,620
3099,,徐静 林平,おもしず りんぺい,Rinpei Omoshizu,Seb Rosa,林平,男 (Male),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,林 (Forest),Breach,79,83,84,91,95,81,104,617
3100,,三都美 美花,みとみ みか,Mika Mitomi,Calla de Wild,美花,女 (Female),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,火 (Fire),Breach,110,104,95,77,75,75,83,619
3101,,麩羽 りぼん,ふわ りぼん,Ribon Fuwa,Anthea Tussore,りぼん,女 (Female),MF7,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,風 (Wind),Breach,90,104,105,77,75,75,93,619
3102,,宇佐 美ツ実,うさ みつみ,Mitsumi Usa,Sylvia Lagus,宇佐,女 (Female),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,FW,林 (Forest),Tension,79,83,84,91,95,81,104,617
3103,,物部 黒胡,もののべ くろこ,Kuroko Mononobe,Sophie Spencer,ものくろ,女 (Female),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,林 (Forest),Rough Play,110,104,95,77,75,75,83,619
3104,,進学 襟人,しんがく えりひと,Erihito Shingaku,Erwin Goel,エリート,男 (Male),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,山 (Mountain),Justice,79,83,84,91,95,81,104,617
3105,,祝部 兵狼,ほうりべ へいろう,Heiro Horibe,Raphael Allegro,ヘイロウ,男 (Male),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,火 (Fire),Breach,79,86,81,88,95,101,86,616
3106,,羅生門 幽鬼,らしょうもん ゆうき,Yuki Rashomon,Azrael Andrews,ユウキ,男 (Male),MF4,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,林 (Forest),Tension,93,101,98,81,82,75,90,620
3107,,恵理栖 準星,えりす じゅんせい,Junsei Erisu,Taranis Virga,エリス,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,風 (Wind),Bond,110,104,95,77,75,75,83,619
3108,,桜流 舞衣子,おうる まいこ,Maiko Oru,Olympe Haymes,マイティ,女 (Female),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,火 (Fire),Justice,79,86,81,88,95,101,86,616
3109,,清蓮 泪,せいれん るい,Rui Seiren,Sepia Bartletti,セイレーン,女 (Female),MF4,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,FW,風 (Wind),Counter,93,101,98,81,82,75,90,620
3110,,月雪 花世,つきゆき はなよ,Hanayo Tsukiyuki,Neva Kevinne,せつげつか,女 (Female),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,林 (Forest),Rough Play,79,83,84,91,95,81,104,617
3111,,揺蕩 しらべ,たゆたう しらべ,Shirabe Tayutau,Seneca Herrmann,しらべ,女 (Female),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,山 (Mountain),Counter,110,104,95,77,75,75,83,619
3112,,小谷 みお,こたに みお,Mio Kotani,Amy Sargent,みお,女 (Female),MF4,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,林 (Forest),Breach,93,101,98,81,82,75,90,620
3113,,新東 京,しんとう きょう,Kyo Shinto,Aaron Newgate,新東,男 (Male),DF7,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,山 (Mountain),Justice,76,79,77,95,99,81,110,617
3114,,雷轟 ラウド,らいごう らうど,Loud Raigo,Ocho Lightning,ラウド,男 (Male),MF7,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,風 (Wind),Bond,90,104,105,77,75,75,93,619
3115,,雷轟 キリカ,らいごう きりか,Kirika Raigo,Una Lightning,キリカ,女 (Female),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,林 (Forest),Bond,79,86,81,88,95,101,86,616
3116,,雷轟 ガラゴ,らいごう がらご,Garago Raigo,Kyu Lightning,ガラゴ,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,火 (Fire),Justice,110,104,95,77,75,75,83,619
3117,,雷轟 ラフラ,らいごう らふら,Rafura Raigo,Deece Lightning,ラフラ,女 (Female),MF4,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,火 (Fire),Counter,93,101,98,81,82,75,90,620
3118,,雷轟 ロクロ,らいごう ろくろ,Rokuro Raigo,Dri Lightning,ロクロ,男 (Male),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,風 (Wind),Rough Play,79,83,84,91,95,81,104,617
3119,,雷轟 ボルト,らいごう ぼると,Bolt Raigo,Sett Lightning,ボルト,男 (Male),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,FW,林 (Forest),Bond,79,83,84,91,95,81,104,617
3120,,雷轟 レンカ,らいごう れんか,Renka Raigo,Cinqua Lightning,レンカ,女 (Female),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,林 (Forest),Bond,79,83,84,91,95,81,104,617
3121,,雷轟 リンカ,らいごう りんか,Rinka Raigo,Sei Lightning,リンカ,女 (Female),MF7,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,山 (Mountain),Bond,90,104,105,77,75,75,93,619
3122,,雷轟 ゴラン,らいごう ごらん,Goran Raigo,Charr Lightning,ゴラン,男 (Male),GK7,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,山 (Mountain),Breach,79,86,81,91,95,98,86,616
3123,,雷轟 レツヤ,らいごう れつや,Retsuya Raigo,Dos Lightning,レツヤ,男 (Male),FW7,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,火 (Fire),Breach,104,101,91,81,78,75,90,620
3124,,雷轟 レント,らいごう れんと,Rento Raigo,Elf Lightning,レント,男 (Male),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,FW,山 (Mountain),Tension,79,86,81,88,95,101,86,616
3125,,速斗 瞬一,はやと しゅんいち,Shunichi Hayato,Celer Lightfoot,速斗,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,風 (Wind),Breach,110,104,95,77,75,75,83,619
3126,,束間 梢,つかま こずえ,Kozue Tsukama,Verity Quick,束間,女 (Female),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,火 (Fire),Tension,110,104,95,77,75,75,83,619
3127,,洲飛 伊都史,ひじとび いとふみ,Itofumi Hijitobi,Gonzalo Karter,洲飛,男 (Male),GK7,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,林 (Forest),Bond,79,86,81,91,95,98,86,616
3128,,名村 宏,なむら ひろし,Hiroshi Namura,Will Golightly,ナムヒロ,男 (Male),DF7,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,FW,火 (Fire),Tension,76,79,77,95,99,81,110,617
3129,,漕輪 競一,そうりん きょういち,Kyoichi Sorin,Fred Wheeler,漕輪,男 (Male),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,火 (Fire),Breach,79,83,84,91,95,81,104,617
3130,,線引 疾人,せびき はやと,Hayato Sebiki,Capro Lynes,ライン,男 (Male),MF4,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,風 (Wind),Rough Play,93,101,98,81,82,75,90,620
3131,,回原 蹴助,かいばら しゅうすけ,Shusuke Kaibara,Gabe Roundhouse,ローリング,男 (Male),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,FW,火 (Fire),Breach,79,86,81,88,95,101,86,616
3132,,辺亜 修瑠,へんあ しゅうる,Shuru Hena,Beorn Kodiak,ベア,男 (Male),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,風 (Wind),Bond,79,86,81,88,95,101,86,616
3133,,目貫 隻,めぬき せき,Seki Menuki,Cham Barra,目貫,男 (Male),DF7,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,火 (Fire),Bond,76,79,77,95,99,81,110,617
3134,,黒須 十字,くろす とあざ,Toaza Kurosu,Rex Less,クロス,男 (Male),MF4,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,林 (Forest),Breach,93,101,98,81,82,75,90,620
3135,,獅子原 哮,ししはら こう,Ko Shishihara,Leon Proudler,獅子原,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,山 (Mountain),Bond,110,104,95,77,75,75,83,619
3136,,菊池 久美,きくち くみ,Kumi Kikuchi,Watta Kicker,キック,女 (Female),MF4,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,林 (Forest),Tension,93,101,98,81,82,75,90,620
3137,,兜坂 テル,とさか てる,Teru Tosaka,Egor Coxcomb,トサカ,男 (Male),GK7,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,火 (Fire),Justice,79,86,81,91,95,98,86,616
3138,,雲丹 解時夫,うに げじお,Gejio Uni,Chrissy Urchin,ウニ,男 (Male),MF7,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,火 (Fire),Rough Play,90,104,105,77,75,75,93,619
3139,,白水 久里霧,しろうず くりむ,Kurimu Shirouzu,Brane Friese,クリーム,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,風 (Wind),Counter,110,104,95,77,75,75,83,619
3140,,七地 根留,ななじ ねる,Neru Nanaji,Nitey Niht,ネル,男 (Male),DF7,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,林 (Forest),Rough Play,76,79,77,95,99,81,110,617
3141,,巻谷 錐,まきや すい,Sui Makiya,Toadie Fauna,巻谷,男 (Male),MF7,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,火 (Fire),Bond,90,104,105,77,75,75,93,619
3142,,煮登呂 ヒュン,にとろ ひゅん,Hyun Nitoro,Trey Faste,ニトロ,男 (Male),MF4,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,林 (Forest),Rough Play,93,101,98,81,82,75,90,620
3143,,礼野 静,れいの せい,Sei Reino,Spookie Otherside,礼野,男 (Male),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,DF,風 (Wind),Breach,79,86,81,88,95,101,86,616
3144,,麻臼 宙,まうす ちゅう,Chu Mausu,Roland Dent,宙,男 (Male),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,山 (Mountain),Breach,79,83,84,91,95,81,104,617
3145,,戸輪 憲索,とわ けんさく,Kensaku Towa,Trev Eeya,憲索,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,火 (Fire),Justice,110,104,95,77,75,75,83,619
3146,,木吉 苅ノ助,きよし かりのすけ,Karinosuke Kiyoshi,Homer Cooken,木吉,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,山 (Mountain),Bond,110,104,95,77,75,75,83,619
3147,,巴 ジータ,ともえ じーた,Jita Tomoe,Leafy Tryadd,ジータ,男 (Male),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,林 (Forest),Tension,79,86,81,88,95,101,86,616
3148,,巴 ビート,ともえ びーと,Beat Tomoe,Bluster Tryadd,ビート,男 (Male),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,風 (Wind),Tension,79,83,84,91,95,81,104,617
3149,,巴 アル,ともえ ある,Aru Tomoe,Toasty Tryadd,アル,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,火 (Fire),Breach,110,104,95,77,75,75,83,619
3150,,斯波 維介,しば いすけ,Isuke Shiba,Watson Itfamie,斯波,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,DF,風 (Wind),Rough Play,110,104,95,77,75,75,83,619
3151,,成見 転太,なりみ てんた,Tenta Narimi,Snapper Krabbie,転太,男 (Male),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,火 (Fire),Justice,79,86,81,88,95,101,86,616
3152,,芦賀 唯嘉,あしが ゆいか,Yuika Ashiga,Blakey Itchifoot,芦賀,男 (Male),MF4,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,林 (Forest),Breach,93,101,98,81,82,75,90,620
3153,,猫曽木 一生,ねこそぎ かずき,Kazuki Nekosogi,Foley Edge,猫曽木,男 (Male),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,山 (Mountain),Counter,79,83,84,91,95,81,104,617
3154,,儀井 具利夫,ぎい ぐりお,Gurio Gii,Gee Kasoid,ギーグ,男 (Male),MF4,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,FW,火 (Fire),Breach,93,101,98,81,82,75,90,620
3155,,比母 治虫,ひぼ おさむ,Osamu Hibo,Hippolytus Horseriver,ヒッポ,男 (Male),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,火 (Fire),Breach,79,86,81,88,95,101,86,616
3156,,出門 優雄,でもん やさお,Yasao Demon,Hart O'Gold,デーモン,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,山 (Mountain),Counter,110,104,95,77,75,75,83,619
3157,,堂波 天継,どうは たかつぐ,Takatsugu Doha,Oz Rater,ドーハ,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,火 (Fire),Tension,110,104,95,77,75,75,83,619
3158,,権田 岩子,ごんだ がんこ,Ganko Gonda,Tish Badum,ゴンガン,女 (Female),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,DF,風 (Wind),Bond,79,86,81,88,95,101,86,616
3159,,花月 塁,かつき るい,Rui Katsuki,Stace Strikes,塁,女 (Female),MF4,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,林 (Forest),Counter,93,101,98,81,82,75,90,620
3160,,磁倶 爽子,じぐ さわこ,Sawako Jigu,Mo Zake,ジグソー,女 (Female),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,FW,火 (Fire),Breach,79,83,84,91,95,81,104,617
3161,,空高 もも,そらたか もも,Momo Sorataka,Eska Layte,もも,女 (Female),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,風 (Wind),Bond,110,104,95,77,75,75,83,619
3162,,地獄沼 髑髏江,じごくぬま どろえ,Doroe Jigokunuma,Eartha Toughlove,ドクローヌ,女 (Female),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,山 (Mountain),Justice,79,86,81,88,95,101,86,616
3163,,骨継 原次,ほねつぐ げんじ,Genji Honetsugu,Carny Voris,ゲンジン,男 (Male),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,山 (Mountain),Tension,79,83,84,91,95,81,104,617
3164,,丸出 剛里駄,まるで ごりだ,Gorida Marude,Logan Armstrong,剛里駄,男 (Male),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,山 (Mountain),Rough Play,79,83,84,91,95,81,104,617
3165,,田孫 獏,たまご ばく,Baku Tamago,Boyle Egger,田孫,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,GK,風 (Wind),Breach,110,104,95,77,75,75,83,619
3166,,悟島 司炊,ごとう じすい,Jisui Goto,Robin O'Cruise,司炊,男 (Male),MF4,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,DF,風 (Wind),Counter,93,101,98,81,82,75,90,620
3167,,物図 骸,ものず がい,Gai Monozu,Eric Byrne,ずがいこつ,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,山 (Mountain),Bond,110,104,95,77,75,75,83,619
3168,,膨田 まりも,ふくれだ まりも,Marimo Fukureda,Lykan Moss,まりも,男 (Male),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,林 (Forest),Breach,79,86,81,88,95,101,86,616
3169,,門脇 瑞菜,かどわき みずな,Mizuna Kadowaki,Charity Verchu,瑞菜,女 (Female),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,林 (Forest),Bond,110,104,95,77,75,75,83,619
3170,,那須 茄子児,なす なすじ,Nasuji Nasu,Moos Akka,那須,男 (Male),MF4,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,FW,火 (Fire),Breach,93,101,98,81,82,75,90,620
3171,,律高 品子,りちたか しなこ,Shinako Richitaka,Tommie Loveapple,リコピン,女 (Female),DF6,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,FW,山 (Mountain),Tension,79,83,84,91,95,81,104,617
3172,,緋衣 満,ひい みつる,Mitsuru Hii,Pepe Bell,ピーマン,男 (Male),DF7,選手 (Player),イナズマイレブンGO シャイン／ダーク,DF,MF,山 (Mountain),Breach,76,79,77,95,99,81,110,617
3173,,角燈 参人,すみとう さんと,Santo Sumito,Ginger Carret,キャロット,男 (Male),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,火 (Fire),Rough Play,79,86,81,88,95,101,86,616
3174,,葱尾仁 恩,ねぎおに みたま,Mitama Negioni,Shah Lott,オニオン,男 (Male),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,林 (Forest),Breach,79,86,81,88,95,101,86,616
3175,,小河波 一茶,おがなみ いっさ,Issa Oganami,Hal Istic,小河波,男 (Male),FW8,選手 (Player),イナズマイレブンGO シャイン／ダーク,FW,MF,林 (Forest),Breach,110,104,95,77,75,75,83,619
3176,,軽部 目貞,かるべ もくさだ,Mokusada Karube,Fred Sidemanners,軽部,男 (Male),GK6,選手 (Player),イナズマイレブンGO シャイン／ダーク,GK,MF,林 (Forest),Rough Play,79,86,81,88,95,101,86,616
3177,,樽医 歯電,たるい しでん,Shiden Tarui,Dennis Tistry,樽医,男 (Male),MF4,選手 (Player),イナズマイレブンGO シャイン／ダーク,MF,FW,山 (Mountain),Breach,93,101,98,81,82,75,90,620
